hom_count,illicit_resources,pop_slums,gini,corruption,pko_troops,pko_police,total_deaths,year,country_id
5913,1,71.23878298138408,44.237250506886106,0.2955251964284028,0,0,4016,1998,840
916,1,21.079993967287706,43.08349731704319,0.2320769120585874,0,0,2117,2001,775
743,1,31.036331865541655,31.393858122649352,-0.1249446609874906,0,0,2269,2004,775
791,1,44.64488997431826,26.44364660640812,0.06890517335348631,0,0,2474,2008,775
1436,1,21.764455622686295,41.60914063213064,0.33370425698420525,0,0,2911,2012,775
1238,1,45.469957379447244,28.494623030379877,0.15319734274228552,0,0,2915,2013,775
1230,1,41,36.00296953422243,0.2930565773976052,0,0,2930,2014,775
1152,1,63.79035309029676,38.1,0.06811561671294616,0,0,2951,2015,775
1198,1,56.5999984741211,34.192258806772365,-0.07191446828902334,0,0,2951,2016,775
5344,1,19.21871524618635,45.3,0.26538480064719094,0,0,215,1990,800
5586,1,64.01907991735357,28.698412088631393,0.1367711503828285,0,0,215,1991,800
5959,1,24.60975512554291,47.9,0.3590339577976028,0,0,215,1992,800
5482,1,32.22942147367474,36.71609567513682,-0.024252512844717106,0,0,215,1993,800
5006,1,18.59036045051863,43.5,0.20769652100353347,0,0,215,1994,800
4542,1,6.06729824044173,39.140676618716206,0.5506442930945525,0,0,215,1995,800
4474,1,35.05394148423369,42.9,0.19041336679665122,0,0,215,1996,800
4787,1,29.353392172842526,47.662110628554146,0.34866720612865393,0,0,215,1997,800
5361,1,32.67788621425554,41.5,0.22580003899005713,0,0,215,1998,800
5052,1,58.46115644453997,43.1,-0.12073175345090617,0,0,215,1999,800
5142,1,15.694399872726606,42.8,0.3785624217963303,0,0,223,2000,800
5020,1,52.034576851115204,32.77022943039722,-0.11885397448890497,0,0,226,2001,800
4538,1,41.09681630233823,41.9,0.35388704463072007,0,0,226,2002,800
6434,1,35.81219077713505,41.08298770374129,0.20075326612649028,0,0,226,2003,800
4273,1,34.21711207473123,42.5,0.10646036905673711,0,0,226,2004,800
4806,1,26,42.15098710537597,0.0037708939379460793,0,0,226,2005,800
4687,1,26.59208930912,41.8,0.1960582714535298,0,0,226,2006,800
