hom_count,illicit_resources,pop_slums,gini,corruption,pko_troops,pko_police,total_deaths,year,country_id
5913,1,52.07158543578716,37.41479529365921,0.08575677885999446,0,0,4016,1998,840
916,1,69.0686185119799,37.66171248668096,0.09544139947271146,0,0,2117,2001,775
743,1,30.66615552579116,37.371019986034966,0.18356753892925157,0,0,2269,2004,775
791,1,28.44427712697105,36.42383137067282,0.0738044568954504,0,0,2474,2008,775
1436,1,40.17019632264716,35.26781852755701,0.10470055603380826,0,0,2911,2012,775
1238,1,45.832455094444754,35.82667514602792,0.13067895690842524,0,0,2915,2013,775
1230,1,41,31.853476791157554,-0.14253552808862566,0,0,2930,2014,775
1152,1,28.696303406348868,38.1,0.18384355959256804,0,0,2951,2015,775
1198,1,56.5999984741211,26.56861764463367,-0.007570489646870432,0,0,2951,2016,775
5344,1,32.435447863740656,45.3,0.21205620306783451,0,0,215,1990,800
5586,1,50.41943650914122,31.171538250234008,0.027166485620829933,0,0,215,1991,800
5959,1,39.42919020130287,47.9,0.261678409497111,0,0,215,1992,800
5482,1,53.34493714256348,35.45772454805465,0.22453217134724449,0,0,215,1993,800
5006,1,37.4236669231276,43.5,0.32754610029612585,0,0,215,1994,800
4542,1,38.4940628750567,41.88492444602396,0.27588191846008486,0,0,215,1995,800
4474,1,29.612573926265142,42.9,0.2554482067332228,0,0,215,1996,800
4787,1,27.780562402101747,38.586730531932275,0.04029460395549239,0,0,215,1997,800
5361,1,30.16291590763646,41.5,-0.06370910292203677,0,0,215,1998,800
5052,1,46.59711201776728,43.1,0.2618826455568147,0,0,215,1999,800
5142,1,48.758175358981454,42.8,0.15021997610550789,0,0,223,2000,800
5020,1,58.37974384212237,29.243777994464132,-0.16584273593298857,0,0,226,2001,800
4538,1,29.747148545936454,41.9,0.18739995507383544,0,0,226,2002,800
6434,1,61.23779697219632,23.486393664107833,-0.15675593795361129,0,0,226,2003,800
4273,1,45.97376503468762,42.5,0.1780328681752772,0,0,226,2004,800
4806,1,26,34.01567155380247,0.006303744656950799,0,0,226,2005,800
4687,1,19.40669292733781,41.8,0.14678928282888776,0,0,226,2006,800
4435,1,24.89098009731263,39.8,0.12748831326267515,0,0,226,2007,800
3974,1,52.45673268255107,40.3,0.39490256966991727,0,0,226,2008,800
3703,1,57.224182305826574,39.6,0.1737258294773542,0,0,226,2009,800
3654,1,27,39.4,0.06304661324577941,0,0,233,2010,800
3307,1,48.03743499515524,37.5,-0.035871993953073,0,0,233,2011,800
