hom_count,illicit_resources,pop_slums,gini,corruption,pko_troops,pko_police,total_deaths,year,country_id
101,1,NA,NA,0.008,0,0,408,1993,200
101,1,NA,NA,0.008,0,0,423,1993,200
114,1,NA,NA,0.008,0,0,378,1993,200
114,1,NA,NA,0.008,0,0,393,1993,200
114,1,NA,NA,0.008,0,0,408,1993,200
114,1,NA,NA,0.008,0,0,423,1993,200
885,1,NA,NA,0.008,0,0,378,1993,200
885,1,NA,NA,0.008,0,0,393,1993,200
885,1,NA,NA,0.008,0,0,408,1993,200
885,1,NA,NA,0.008,0,0,423,1993,200
727,1,NA,36.1,0.008,0,0,429,1994,200
727,1,NA,36.1,0.008,0,0,435,1994,200
727,1,NA,36.1,0.008,0,0,441,1994,200
727,1,NA,36.1,0.008,0,0,447,1994,200
83,1,NA,36.1,0.008,0,0,429,1994,200
83,1,NA,36.1,0.008,0,0,435,1994,200
83,1,NA,36.1,0.008,0,0,441,1994,200
83,1,NA,36.1,0.008,0,0,447,1994,200
109,1,NA,36.1,0.008,0,0,429,1994,200
109,1,NA,36.1,0.008,0,0,435,1994,200
109,1,NA,36.1,0.008,0,0,441,1994,200
109,1,NA,36.1,0.008,0,0,447,1994,200
919,1,NA,36.1,0.008,0,0,429,1994,200
919,1,NA,36.1,0.008,0,0,435,1994,200
919,1,NA,36.1,0.008,0,0,441,1994,200
919,1,NA,36.1,0.008,0,0,447,1994,200
753,1,NA,36.3,0.008,0,0,447,1995,200
22,1,NA,36.3,0.008,0,0,447,1995,200
125,1,NA,36.3,0.008,0,0,447,1995,200
900,1,NA,36.3,0.008,0,0,447,1995,200
679,1,NA,NA,0.008,0,0,449,1996,200
679,1,NA,NA,0.008,0,0,451,1996,200
679,1,NA,NA,0.008,0,0,453,1996,200
679,1,NA,NA,0.008,0,0,455,1996,200
35,1,NA,NA,0.008,0,0,449,1996,200
35,1,NA,NA,0.008,0,0,451,1996,200
35,1,NA,NA,0.008,0,0,453,1996,200
35,1,NA,NA,0.008,0,0,455,1996,200
126,1,NA,NA,0.008,0,0,449,1996,200
126,1,NA,NA,0.008,0,0,451,1996,200
126,1,NA,NA,0.008,0,0,453,1996,200
126,1,NA,NA,0.008,0,0,455,1996,200
840,1,NA,NA,0.008,0,0,449,1996,200
840,1,NA,NA,0.008,0,0,451,1996,200
840,1,NA,NA,0.008,0,0,453,1996,200
840,1,NA,NA,0.008,0,0,455,1996,200
739,1,NA,NA,0.008,0,0,458,1997,200
739,1,NA,NA,0.008,0,0,461,1997,200
739,1,NA,NA,0.008,0,0,464,1997,200
739,1,NA,NA,0.008,0,0,467,1997,200
40,1,NA,NA,0.008,0,0,458,1997,200
40,1,NA,NA,0.008,0,0,461,1997,200
40,1,NA,NA,0.008,0,0,464,1997,200
40,1,NA,NA,0.008,0,0,467,1997,200
86,1,NA,NA,0.008,0,0,458,1997,200
86,1,NA,NA,0.008,0,0,461,1997,200
86,1,NA,NA,0.008,0,0,464,1997,200
86,1,NA,NA,0.008,0,0,467,1997,200
865,1,NA,NA,0.008,0,0,458,1997,200
865,1,NA,NA,0.008,0,0,461,1997,200
865,1,NA,NA,0.008,0,0,464,1997,200
865,1,NA,NA,0.008,0,0,467,1997,200
750,1,NA,NA,0.008,0,0,496,1998,200
750,1,NA,NA,0.008,0,0,525,1998,200
750,1,NA,NA,0.008,0,0,554,1998,200
750,1,NA,NA,0.008,0,0,583,1998,200
75,1,NA,NA,0.008,0,0,496,1998,200
75,1,NA,NA,0.008,0,0,525,1998,200
75,1,NA,NA,0.008,0,0,554,1998,200
75,1,NA,NA,0.008,0,0,583,1998,200
96,1,NA,NA,0.008,0,0,496,1998,200
96,1,NA,NA,0.008,0,0,525,1998,200
96,1,NA,NA,0.008,0,0,554,1998,200
96,1,NA,NA,0.008,0,0,583,1998,200
921,1,NA,NA,0.008,0,0,496,1998,200
921,1,NA,NA,0.008,0,0,525,1998,200
921,1,NA,NA,0.008,0,0,554,1998,200
921,1,NA,NA,0.008,0,0,583,1998,200
766,1,NA,37,0.008,0,0,583,1999,200
34,1,NA,37,0.008,0,0,583,1999,200
120,1,NA,37,0.008,0,0,583,1999,200
920,1,NA,37,0.008,0,0,583,1999,200
764,1,NA,38.4,0.008,0,0,583,2000,200
45,1,NA,38.4,0.008,0,0,583,2000,200
106,1,NA,38.4,0.008,0,0,583,2000,200
915,1,NA,38.4,0.008,0,0,583,2000,200
793,1,NA,37.3,0.008,0,0,583,2001,200
57,1,NA,37.3,0.008,0,0,583,2001,200
116,1,NA,37.3,0.008,0,0,583,2001,200
966,1,NA,37.3,0.008,0,0,583,2001,200
944,1,NA,35.1,0.008,0,0,583,2002,200
38,1,NA,35.1,0.008,0,0,583,2002,200
125,1,NA,35.1,0.008,0,0,583,2002,200
1107,1,NA,35.1,0.008,0,0,583,2002,200
775,1,NA,35.1,0.008,0,0,583,2003,200
42,1,NA,35.1,0.008,0,0,583,2003,200
109,1,NA,35.1,0.008,0,0,583,2003,200
926,1,NA,35.1,0.008,0,0,583,2003,200
779,1,NA,36,0.008,0,0,583,2004,200
34,1,NA,36,0.008,0,0,583,2004,200
